domain_length,domain_num_of_unique_char ,domain_num_of_unique_letters ,domain_num_of_unique_numbers ,ratio_of_letters_of_domain_name ,ratio_of_numbers_of_domain_name,ratio_of_unique_letters_to_num_of_unique_characters,ratio_of_unique_numbers_to_num_of_unique_characters
18,11,11,0,0.944444444,0,1,0
17,11,11,0,0.941176471,0,1,0
16,11,11,0,0.9375,0,1,0
14,11,11,0,0.928571429,0,1,0
18,12,12,0,0.944444444,0,1,0
17,9,9,0,0.941176471,0,1,0
16,9,9,0,0.9375,0,1,0
17,13,13,0,0.941176471,0,1,0
17,11,11,0,0.941176471,0,1,0
17,13,13,0,0.941176471,0,1,0
17,12,12,0,0.941176471,0,1,0
16,10,10,0,0.9375,0,1,0
15,11,11,0,0.933333333,0,1,0
16,11,11,0,0.9375,0,1,0
15,13,13,0,0.933333333,0,1,0
14,11,11,0,0.928571429,0,1,0
16,10,10,0,0.9375,0,1,0
17,12,12,0,0.941176471,0,1,0
16,10,10,0,0.9375,0,1,0
22,13,13,0,0.909090909,0,1,0
16,12,12,0,0.9375,0,1,0
15,10,10,0,0.933333333,0,1,0
17,10,10,0,0.941176471,0,1,0
17,11,11,0,0.941176471,0,1,0
13,7,7,0,0.923076923,0,1,0
14,11,11,0,0.928571429,0,1,0
16,10,10,0,0.9375,0,1,0
15,11,11,0,0.933333333,0,1,0
16,12,12,0,0.9375,0,1,0
13,8,8,0,0.923076923,0,1,0
16,9,9,0,0.9375,0,1,0
17,8,8,0,0.882352941,0,1,0
18,8,8,0,0.888888889,0,1,0
16,7,7,0,0.875,0,1,0
17,9,9,0,0.882352941,0,1,0
14,7,7,0,0.857142857,0,1,0
20,11,11,0,0.9,0,1,0
19,8,8,0,0.894736842,0,1,0
15,7,7,0,0.866666667,0,1,0
33,15,15,0,0.909090909,0,1,0
18,9,9,0,0.888888889,0,1,0
18,11,9,2,0.777777778,0.111111111,0.818181818,0.181818182
15,8,8,0,0.866666667,0,1,0
17,8,8,0,0.882352941,0,1,0
11,7,7,0,0.909090909,0,1,0
11,7,7,0,0.909090909,0,1,0
13,10,9,1,0.846153846,0.076923077,0.9,0.1
12,7,6,1,0.833333333,0.083333333,0.857142857,0.142857143
13,10,9,1,0.846153846,0.076923077,0.9,0.1
13,8,7,1,0.846153846,0.076923077,0.875,0.125
13,8,7,1,0.846153846,0.076923077,0.875,0.125
17,9,9,0,0.941176471,0,1,0
14,9,9,0,0.928571429,0,1,0
12,6,6,0,0.916666667,0,1,0
15,11,11,0,0.933333333,0,1,0
14,8,8,0,0.928571429,0,1,0
12,7,7,0,0.916666667,0,1,0
18,11,11,0,0.944444444,0,1,0
17,12,12,0,0.941176471,0,1,0
15,12,12,0,0.933333333,0,1,0
15,11,11,0,0.933333333,0,1,0
16,10,10,0,0.9375,0,1,0
18,12,12,0,0.944444444,0,1,0
16,10,10,0,0.9375,0,1,0
14,8,8,0,0.928571429,0,1,0
13,10,10,0,0.923076923,0,1,0
20,12,12,0,0.95,0,1,0
13,10,10,0,0.923076923,0,1,0
17,11,11,0,0.882352941,0,1,0
13,9,9,0,0.923076923,0,1,0
13,9,9,0,0.923076923,0,1,0
13,10,10,0,0.923076923,0,1,0
12,7,7,0,0.916666667,0,1,0
13,8,8,0,0.923076923,0,1,0
13,9,9,0,0.923076923,0,1,0
32,14,14,0,0.96875,0,1,0
12,11,11,0,0.916666667,0,1,0
11,8,8,0,0.909090909,0,1,0
15,11,11,0,0.933333333,0,1,0
19,10,10,0,0.947368421,0,1,0
14,10,10,0,0.928571429,0,1,0
14,11,11,0,0.928571429,0,1,0
16,9,9,0,0.9375,0,1,0
15,7,7,0,0.933333333,0,1,0
15,9,9,0,0.933333333,0,1,0
25,12,12,0,0.96,0,1,0
16,11,11,0,0.9375,0,1,0
15,10,10,0,0.933333333,0,1,0
16,10,10,0,0.9375,0,1,0
13,11,11,0,0.923076923,0,1,0
13,8,8,0,0.923076923,0,1,0
16,12,12,0,0.9375,0,1,0
15,9,9,0,0.933333333,0,1,0
14,11,11,0,0.928571429,0,1,0
17,13,13,0,0.941176471,0,1,0
14,9,9,0,0.928571429,0,1,0
13,9,9,0,0.923076923,0,1,0
17,11,11,0,0.941176471,0,1,0
18,10,10,0,0.944444444,0,1,0
11,7,7,0,0.909090909,0,1,0
21,14,14,0,0.952380952,0,1,0
14,8,8,0,0.928571429,0,1,0
17,9,9,0,0.882352941,0,1,0
13,9,9,0,0.923076923,0,1,0
13,10,10,0,0.923076923,0,1,0
16,9,9,0,0.9375,0,1,0
15,8,8,0,0.933333333,0,1,0
21,11,11,0,0.904761905,0,1,0
18,11,11,0,0.944444444,0,1,0
15,9,9,0,0.933333333,0,1,0
15,8,8,0,0.933333333,0,1,0
18,10,10,0,0.944444444,0,1,0
16,12,12,0,0.9375,0,1,0
15,9,9,0,0.933333333,0,1,0
13,8,8,0,0.923076923,0,1,0
16,13,13,0,0.9375,0,1,0
18,10,10,0,0.944444444,0,1,0
14,8,8,0,0.928571429,0,1,0
16,9,9,0,0.9375,0,1,0
14,9,9,0,0.928571429,0,1,0
13,7,7,0,0.923076923,0,1,0
15,8,8,0,0.933333333,0,1,0
15,11,11,0,0.933333333,0,1,0
14,9,9,0,0.928571429,0,1,0
17,12,12,0,0.941176471,0,1,0
13,9,9,0,0.923076923,0,1,0
13,9,9,0,0.923076923,0,1,0
16,12,12,0,0.9375,0,1,0
13,9,9,0,0.923076923,0,1,0
14,9,9,0,0.928571429,0,1,0
15,9,9,0,0.933333333,0,1,0
12,9,9,0,0.916666667,0,1,0
15,10,10,0,0.933333333,0,1,0
13,7,7,0,0.923076923,0,1,0
16,10,10,0,0.9375,0,1,0
12,9,9,0,0.916666667,0,1,0
11,7,7,0,0.909090909,0,1,0
17,12,12,0,0.941176471,0,1,0
16,12,12,0,0.9375,0,1,0
12,9,9,0,0.916666667,0,1,0
16,12,12,0,0.875,0,1,0
15,9,9,0,0.866666667,0,1,0
16,12,12,0,0.9375,0,1,0
15,11,11,0,0.933333333,0,1,0
13,10,10,0,0.923076923,0,1,0
16,8,8,0,0.9375,0,1,0
13,8,8,0,0.923076923,0,1,0
16,7,7,0,0.9375,0,1,0
17,10,10,0,0.941176471,0,1,0
14,10,10,0,0.928571429,0,1,0
14,12,12,0,0.928571429,0,1,0
15,11,11,0,0.933333333,0,1,0
19,11,11,0,0.947368421,0,1,0
19,12,12,0,0.947368421,0,1,0
19,9,9,0,0.947368421,0,1,0
19,9,9,0,0.947368421,0,1,0
19,10,10,0,0.947368421,0,1,0
14,7,7,0,0.928571429,0,1,0
14,8,8,0,0.928571429,0,1,0
15,9,9,0,0.933333333,0,1,0
18,12,12,0,0.944444444,0,1,0
12,8,8,0,0.916666667,0,1,0
13,9,9,0,0.923076923,0,1,0
13,12,12,0,0.923076923,0,1,0
15,12,12,0,0.933333333,0,1,0
16,10,10,0,0.875,0,1,0
13,7,7,0,0.846153846,0,1,0
18,10,10,0,0.888888889,0,1,0
15,9,9,0,0.866666667,0,1,0
15,10,10,0,0.866666667,0,1,0
14,10,10,0,0.857142857,0,1,0
19,13,13,0,0.894736842,0,1,0
15,12,12,0,0.866666667,0,1,0
21,14,14,0,0.904761905,0,1,0
15,9,9,0,0.866666667,0,1,0
15,11,11,0,0.866666667,0,1,0
16,9,9,0,0.875,0,1,0
16,9,9,0,0.875,0,1,0
16,11,11,0,0.875,0,1,0
19,12,12,0,0.894736842,0,1,0
15,12,12,0,0.866666667,0,1,0
16,10,10,0,0.875,0,1,0
17,11,11,0,0.882352941,0,1,0
16,8,8,0,0.875,0,1,0
19,11,11,0,0.894736842,0,1,0
21,14,14,0,0.857142857,0,1,0
15,10,10,0,0.866666667,0,1,0
20,12,12,0,0.85,0,1,0
15,11,11,0,0.866666667,0,1,0
13,8,8,0,0.846153846,0,1,0
20,9,9,0,0.85,0,1,0
18,11,11,0,0.888888889,0,1,0
17,9,9,0,0.882352941,0,1,0
12,7,7,0,0.833333333,0,1,0
9,7,7,0,0.888888889,0,1,0
19,12,12,0,0.894736842,0,1,0
9,8,8,0,0.888888889,0,1,0
9,8,8,0,0.888888889,0,1,0
16,12,12,0,0.875,0,1,0
17,13,12,1,0.823529412,0.058823529,0.923076923,0.076923077
21,16,15,1,0.857142857,0.047619048,0.9375,0.0625
12,11,9,2,0.75,0.166666667,0.818181818,0.181818182
25,17,11,6,0.64,0.28,0.647058824,0.352941176
19,13,13,0,0.947368421,0,1,0
16,11,11,0,0.9375,0,1,0
15,10,10,0,0.933333333,0,1,0
17,11,11,0,0.882352941,0,1,0
17,12,12,0,0.941176471,0,1,0
17,9,9,0,0.941176471,0,1,0
16,12,12,0,0.9375,0,1,0
17,9,9,0,0.941176471,0,1,0
20,12,12,0,0.9,0,1,0
18,11,11,0,0.944444444,0,1,0
19,11,11,0,0.947368421,0,1,0
16,10,10,0,0.9375,0,1,0
18,12,12,0,0.944444444,0,1,0
18,10,10,0,0.944444444,0,1,0
15,8,8,0,0.933333333,0,1,0
14,10,10,0,0.928571429,0,1,0
16,10,10,0,0.9375,0,1,0
16,11,11,0,0.9375,0,1,0
18,14,14,0,0.944444444,0,1,0
19,13,13,0,0.894736842,0,1,0
13,8,8,0,0.923076923,0,1,0
14,10,10,0,0.928571429,0,1,0
16,10,10,0,0.9375,0,1,0
16,12,12,0,0.9375,0,1,0
17,12,12,0,0.941176471,0,1,0
15,13,13,0,0.933333333,0,1,0
18,11,11,0,0.888888889,0,1,0
15,12,12,0,0.933333333,0,1,0
16,12,12,0,0.9375,0,1,0
17,11,11,0,0.941176471,0,1,0
14,9,9,0,0.928571429,0,1,0
13,7,7,0,0.923076923,0,1,0
19,13,13,0,0.947368421,0,1,0
22,13,13,0,0.954545455,0,1,0
17,12,12,0,0.941176471,0,1,0
19,13,13,0,0.947368421,0,1,0
18,11,11,0,0.944444444,0,1,0
18,12,12,0,0.944444444,0,1,0
15,12,12,0,0.933333333,0,1,0
17,10,10,0,0.941176471,0,1,0
17,10,10,0,0.941176471,0,1,0
13,9,9,0,0.923076923,0,1,0
29,18,18,0,0.931034483,0,1,0
27,17,17,0,0.962962963,0,1,0
16,12,12,0,0.9375,0,1,0
17,13,13,0,0.941176471,0,1,0
26,16,16,0,0.961538462,0,1,0
14,10,10,0,0.928571429,0,1,0
20,12,12,0,0.95,0,1,0
13,8,8,0,0.923076923,0,1,0
20,13,13,0,0.9,0,1,0
15,10,10,0,0.933333333,0,1,0
11,7,7,0,0.909090909,0,1,0
14,8,8,0,0.928571429,0,1,0
14,9,9,0,0.928571429,0,1,0
14,8,8,0,0.928571429,0,1,0
17,11,11,0,0.941176471,0,1,0
16,9,9,0,0.9375,0,1,0
18,14,14,0,0.944444444,0,1,0
15,7,7,0,0.933333333,0,1,0
15,8,8,0,0.933333333,0,1,0
14,10,10,0,0.928571429,0,1,0
15,11,11,0,0.933333333,0,1,0
16,11,11,0,0.9375,0,1,0
13,10,10,0,0.923076923,0,1,0
18,13,13,0,0.944444444,0,1,0
14,12,12,0,0.857142857,0,1,0
18,11,11,0,0.944444444,0,1,0
19,12,12,0,0.947368421,0,1,0
16,11,11,0,0.9375,0,1,0
22,14,14,0,0.954545455,0,1,0
11,8,8,0,0.909090909,0,1,0
16,12,12,0,0.9375,0,1,0
18,14,14,0,0.888888889,0,1,0
16,8,8,0,0.9375,0,1,0
16,12,12,0,0.9375,0,1,0
13,10,10,0,0.923076923,0,1,0
13,8,8,0,0.923076923,0,1,0
13,8,8,0,0.923076923,0,1,0
16,12,12,0,0.9375,0,1,0
16,10,10,0,0.9375,0,1,0
17,12,12,0,0.941176471,0,1,0
17,12,12,0,0.941176471,0,1,0
30,17,17,0,0.966666667,0,1,0
15,8,8,0,0.933333333,0,1,0
31,16,16,0,0.935483871,0,1,0
20,14,14,0,0.9,0,1,0
16,10,10,0,0.9375,0,1,0
15,12,12,0,0.933333333,0,1,0
15,11,11,0,0.933333333,0,1,0
17,14,14,0,0.941176471,0,1,0
15,10,10,0,0.933333333,0,1,0
35,15,15,0,0.857142857,0,1,0
16,11,11,0,0.9375,0,1,0
27,15,15,0,0.962962963,0,1,0
15,12,12,0,0.933333333,0,1,0
27,18,18,0,0.962962963,0,1,0
16,13,13,0,0.9375,0,1,0
19,11,11,0,0.947368421,0,1,0
16,12,12,0,0.9375,0,1,0
15,10,10,0,0.933333333,0,1,0
14,10,10,0,0.928571429,0,1,0
16,12,12,0,0.875,0,1,0
15,9,9,0,0.933333333,0,1,0
15,8,8,0,0.933333333,0,1,0
14,8,8,0,0.928571429,0,1,0
14,9,9,0,0.928571429,0,1,0
19,11,11,0,0.947368421,0,1,0
20,13,13,0,0.95,0,1,0
18,13,13,0,0.944444444,0,1,0
17,13,13,0,0.941176471,0,1,0
15,13,13,0,0.933333333,0,1,0
19,13,13,0,0.947368421,0,1,0
15,12,12,0,0.933333333,0,1,0
14,10,10,0,0.928571429,0,1,0
15,11,11,0,0.933333333,0,1,0
19,12,12,0,0.894736842,0,1,0
18,13,13,0,0.944444444,0,1,0
17,13,13,0,0.941176471,0,1,0
14,9,9,0,0.928571429,0,1,0
19,13,13,0,0.947368421,0,1,0
16,12,12,0,0.9375,0,1,0
16,13,13,0,0.9375,0,1,0
16,13,13,0,0.9375,0,1,0
20,14,14,0,0.95,0,1,0
20,12,12,0,0.95,0,1,0
15,13,13,0,0.933333333,0,1,0
13,10,10,0,0.923076923,0,1,0
19,13,13,0,0.947368421,0,1,0
13,12,12,0,0.923076923,0,1,0
13,10,10,0,0.923076923,0,1,0
12,8,8,0,0.916666667,0,1,0
14,9,9,0,0.928571429,0,1,0
16,10,10,0,0.9375,0,1,0
21,14,14,0,0.904761905,0,1,0
15,9,9,0,0.933333333,0,1,0
15,11,11,0,0.933333333,0,1,0
15,10,10,0,0.933333333,0,1,0
15,9,9,0,0.933333333,0,1,0
15,11,11,0,0.933333333,0,1,0
17,11,11,0,0.941176471,0,1,0
18,11,11,0,0.944444444,0,1,0
17,11,11,0,0.941176471,0,1,0
21,11,11,0,0.952380952,0,1,0
14,11,11,0,0.928571429,0,1,0
22,13,13,0,0.954545455,0,1,0
16,11,11,0,0.9375,0,1,0
14,10,10,0,0.928571429,0,1,0
16,11,11,0,0.9375,0,1,0
16,10,10,0,0.9375,0,1,0
15,10,10,0,0.933333333,0,1,0
20,12,12,0,0.95,0,1,0
15,11,11,0,0.933333333,0,1,0
17,12,12,0,0.941176471,0,1,0
21,12,12,0,0.952380952,0,1,0
17,12,12,0,0.941176471,0,1,0
14,10,10,0,0.928571429,0,1,0
15,10,10,0,0.933333333,0,1,0
16,10,10,0,0.9375,0,1,0
13,9,9,0,0.923076923,0,1,0
15,8,8,0,0.933333333,0,1,0
12,10,10,0,0.916666667,0,1,0
29,17,17,0,0.931034483,0,1,0
13,10,10,0,0.923076923,0,1,0
13,9,9,0,0.923076923,0,1,0
16,12,12,0,0.9375,0,1,0
15,10,10,0,0.933333333,0,1,0
17,12,12,0,0.882352941,0,1,0
17,12,12,0,0.882352941,0,1,0
28,15,15,0,0.964285714,0,1,0
27,14,14,0,0.962962963,0,1,0
16,11,11,0,0.875,0,1,0
16,12,12,0,0.9375,0,1,0
14,9,9,0,0.928571429,0,1,0
16,13,13,0,0.875,0,1,0
18,12,12,0,0.888888889,0,1,0
28,18,18,0,0.928571429,0,1,0
16,13,13,0,0.9375,0,1,0
17,10,10,0,0.941176471,0,1,0
21,13,13,0,0.952380952,0,1,0
15,12,12,0,0.933333333,0,1,0
16,13,13,0,0.9375,0,1,0
18,12,12,0,0.944444444,0,1,0
15,11,11,0,0.933333333,0,1,0
17,10,10,0,0.941176471,0,1,0
15,8,8,0,0.933333333,0,1,0
17,10,10,0,0.941176471,0,1,0
13,8,8,0,0.923076923,0,1,0
21,10,10,0,0.904761905,0,1,0
18,11,11,0,0.888888889,0,1,0
22,11,11,0,0.909090909,0,1,0
20,12,12,0,0.9,0,1,0
16,11,11,0,0.875,0,1,0
17,10,10,0,0.882352941,0,1,0
12,10,8,2,0.75,0.166666667,0.8,0.2
13,8,8,0,0.923076923,0,1,0
13,10,10,0,0.923076923,0,1,0
13,8,8,0,0.923076923,0,1,0
13,9,9,0,0.923076923,0,1,0
20,10,10,0,0.95,0,1,0
18,8,8,0,0.944444444,0,1,0
15,10,10,0,0.933333333,0,1,0
17,8,8,0,0.941176471,0,1,0
19,13,13,0,0.947368421,0,1,0
17,12,12,0,0.941176471,0,1,0
17,12,12,0,0.941176471,0,1,0
17,13,13,0,0.941176471,0,1,0
18,11,11,0,0.944444444,0,1,0
15,12,12,0,0.933333333,0,1,0
16,11,11,0,0.9375,0,1,0
18,11,11,0,0.888888889,0,1,0
18,13,13,0,0.944444444,0,1,0
16,12,12,0,0.9375,0,1,0
17,11,11,0,0.941176471,0,1,0
17,13,13,0,0.941176471,0,1,0
17,13,13,0,0.941176471,0,1,0
13,10,10,0,0.923076923,0,1,0
24,13,13,0,0.958333333,0,1,0
17,13,13,0,0.941176471,0,1,0
19,14,14,0,0.947368421,0,1,0
25,13,13,0,0.96,0,1,0
18,11,11,0,0.944444444,0,1,0
20,16,16,0,0.9,0,1,0
18,9,9,0,0.944444444,0,1,0
15,12,12,0,0.933333333,0,1,0
18,12,12,0,0.888888889,0,1,0
24,14,14,0,0.916666667,0,1,0
15,13,13,0,0.933333333,0,1,0
18,13,13,0,0.888888889,0,1,0
17,12,12,0,0.941176471,0,1,0
18,13,13,0,0.944444444,0,1,0
20,13,13,0,0.9,0,1,0
18,12,12,0,0.944444444,0,1,0
15,12,12,0,0.933333333,0,1,0
14,10,10,0,0.928571429,0,1,0
12,7,7,0,0.916666667,0,1,0
14,11,11,0,0.928571429,0,1,0
19,12,12,0,0.947368421,0,1,0
29,15,15,0,0.965517241,0,1,0
16,9,9,0,0.9375,0,1,0
15,10,10,0,0.933333333,0,1,0
15,12,12,0,0.933333333,0,1,0
13,8,8,0,0.923076923,0,1,0
20,15,15,0,0.95,0,1,0
19,12,12,0,0.947368421,0,1,0
12,10,10,0,0.916666667,0,1,0
15,12,12,0,0.933333333,0,1,0
17,12,12,0,0.941176471,0,1,0
15,12,12,0,0.933333333,0,1,0
15,8,8,0,0.933333333,0,1,0
17,10,10,0,0.941176471,0,1,0
14,13,10,3,0.714285714,0.214285714,0.769230769,0.230769231
12,9,9,0,0.916666667,0,1,0
14,11,11,0,0.928571429,0,1,0
14,11,11,0,0.928571429,0,1,0
18,11,11,0,0.888888889,0,1,0
11,8,8,0,0.818181818,0,1,0
17,11,11,0,0.882352941,0,1,0
16,10,10,0,0.875,0,1,0
17,10,10,0,0.882352941,0,1,0
19,12,12,0,0.894736842,0,1,0
20,11,11,0,0.85,0,1,0
21,14,14,0,0.904761905,0,1,0
17,10,10,0,0.882352941,0,1,0
17,13,13,0,0.882352941,0,1,0
18,11,11,0,0.888888889,0,1,0
13,9,9,0,0.846153846,0,1,0
19,11,11,0,0.894736842,0,1,0
9,6,6,0,0.888888889,0,1,0
10,8,8,0,0.9,0,1,0
29,17,13,4,0.689655172,0.206896552,0.764705882,0.235294118
15,12,12,0,0.933333333,0,1,0
17,13,13,0,0.941176471,0,1,0
19,11,11,0,0.947368421,0,1,0
14,9,9,0,0.928571429,0,1,0
18,13,13,0,0.944444444,0,1,0
17,11,11,0,0.941176471,0,1,0
14,11,11,0,0.928571429,0,1,0
16,9,9,0,0.9375,0,1,0
13,10,10,0,0.923076923,0,1,0
17,13,13,0,0.882352941,0,1,0
18,11,11,0,0.944444444,0,1,0
18,11,11,0,0.944444444,0,1,0
17,13,13,0,0.941176471,0,1,0
21,13,13,0,0.904761905,0,1,0
11,8,8,0,0.909090909,0,1,0
13,9,9,0,0.923076923,0,1,0
18,14,14,0,0.944444444,0,1,0
17,12,12,0,0.941176471,0,1,0
17,12,12,0,0.941176471,0,1,0
17,12,12,0,0.941176471,0,1,0
15,10,10,0,0.933333333,0,1,0
18,12,12,0,0.944444444,0,1,0
16,14,14,0,0.9375,0,1,0
18,12,12,0,0.944444444,0,1,0
17,12,12,0,0.941176471,0,1,0
15,9,9,0,0.933333333,0,1,0
19,13,13,0,0.947368421,0,1,0
16,13,13,0,0.9375,0,1,0
15,11,11,0,0.933333333,0,1,0
16,13,13,0,0.9375,0,1,0
17,13,13,0,0.941176471,0,1,0
14,10,10,0,0.928571429,0,1,0
19,13,13,0,0.947368421,0,1,0
17,12,12,0,0.941176471,0,1,0
18,10,10,0,0.944444444,0,1,0
18,13,13,0,0.944444444,0,1,0
19,13,13,0,0.947368421,0,1,0
21,13,13,0,0.952380952,0,1,0
17,12,12,0,0.941176471,0,1,0
17,12,12,0,0.941176471,0,1,0
11,10,10,0,0.909090909,0,1,0
16,11,11,0,0.9375,0,1,0
16,11,11,0,0.9375,0,1,0
18,12,12,0,0.944444444,0,1,0
15,10,10,0,0.933333333,0,1,0
15,13,13,0,0.933333333,0,1,0
20,14,14,0,0.95,0,1,0
20,13,13,0,0.95,0,1,0
15,11,11,0,0.933333333,0,1,0
15,10,10,0,0.933333333,0,1,0
15,7,7,0,0.933333333,0,1,0
15,9,9,0,0.933333333,0,1,0
15,11,11,0,0.933333333,0,1,0
14,8,8,0,0.928571429,0,1,0
18,9,9,0,0.944444444,0,1,0
16,14,14,0,0.9375,0,1,0
10,8,8,0,0.9,0,1,0
12,10,10,0,0.916666667,0,1,0
12,9,9,0,0.916666667,0,1,0
11,8,8,0,0.909090909,0,1,0
13,11,11,0,0.923076923,0,1,0
12,8,8,0,0.916666667,0,1,0
15,11,11,0,0.866666667,0,1,0
14,10,10,0,0.857142857,0,1,0
8,6,6,0,0.875,0,1,0
8,7,7,0,0.875,0,1,0
17,9,9,0,0.882352941,0,1,0
11,7,7,0,0.909090909,0,1,0
16,10,10,0,0.9375,0,1,0
16,10,10,0,0.9375,0,1,0
14,8,8,0,0.928571429,0,1,0
16,10,10,0,0.9375,0,1,0
13,8,8,0,0.923076923,0,1,0
14,9,9,0,0.928571429,0,1,0
14,8,8,0,0.928571429,0,1,0
14,9,9,0,0.928571429,0,1,0
14,10,10,0,0.928571429,0,1,0
10,7,7,0,0.9,0,1,0
17,12,12,0,0.941176471,0,1,0
17,11,11,0,0.882352941,0,1,0
10,8,8,0,0.9,0,1,0
17,10,10,0,0.823529412,0,1,0
17,10,10,0,0.882352941,0,1,0
17,10,10,0,0.882352941,0,1,0
10,8,8,0,0.9,0,1,0
11,9,9,0,0.909090909,0,1,0
11,9,9,0,0.909090909,0,1,0
14,10,10,0,0.857142857,0,1,0
10,8,8,0,0.9,0,1,0
10,9,9,0,0.9,0,1,0
10,8,8,0,0.9,0,1,0
11,8,8,0,0.909090909,0,1,0
15,13,13,0,0.933333333,0,1,0
13,8,8,0,0.923076923,0,1,0
24,14,14,0,0.958333333,0,1,0
22,13,13,0,0.954545455,0,1,0
14,7,7,0,0.928571429,0,1,0
10,8,8,0,0.9,0,1,0
10,7,7,0,0.9,0,1,0
14,10,10,0,0.928571429,0,1,0
12,9,9,0,0.916666667,0,1,0
22,13,13,0,0.909090909,0,1,0
21,10,10,0,0.904761905,0,1,0
22,11,11,0,0.909090909,0,1,0
13,11,11,0,0.923076923,0,1,0
9,7,7,0,0.888888889,0,1,0
9,8,8,0,0.888888889,0,1,0
15,11,11,0,0.933333333,0,1,0
10,8,8,0,0.9,0,1,0
9,7,7,0,0.888888889,0,1,0
10,8,8,0,0.9,0,1,0
10,6,6,0,0.9,0,1,0
11,8,8,0,0.909090909,0,1,0
9,7,7,0,0.888888889,0,1,0
10,7,7,0,0.9,0,1,0
11,8,8,0,0.909090909,0,1,0
12,9,9,0,0.916666667,0,1,0
10,7,7,0,0.9,0,1,0
10,8,8,0,0.9,0,1,0
10,9,9,0,0.9,0,1,0
9,7,7,0,0.888888889,0,1,0
13,9,9,0,0.846153846,0,1,0
18,9,9,0,0.888888889,0,1,0
18,11,11,0,0.888888889,0,1,0
14,9,9,0,0.857142857,0,1,0
12,9,9,0,0.916666667,0,1,0
13,11,11,0,0.846153846,0,1,0
18,14,14,0,0.888888889,0,1,0
14,11,11,0,0.857142857,0,1,0
17,12,12,0,0.882352941,0,1,0
10,9,9,0,0.9,0,1,0
29,14,14,0,0.896551724,0,1,0
16,11,11,0,0.875,0,1,0
12,11,11,0,0.916666667,0,1,0
14,10,10,0,0.857142857,0,1,0
11,8,8,0,0.909090909,0,1,0
19,14,14,0,0.947368421,0,1,0
10,9,9,0,0.9,0,1,0
9,7,7,0,0.888888889,0,1,0
10,7,7,0,0.9,0,1,0
12,9,9,0,0.916666667,0,1,0
12,9,9,0,0.916666667,0,1,0
16,10,10,0,0.875,0,1,0
14,8,8,0,0.857142857,0,1,0
20,10,10,0,0.85,0,1,0
12,8,8,0,0.833333333,0,1,0
18,11,11,0,0.833333333,0,1,0
16,10,10,0,0.875,0,1,0
12,8,8,0,0.833333333,0,1,0
11,7,7,0,0.818181818,0,1,0
10,7,7,0,0.8,0,1,0
8,6,6,0,0.875,0,1,0
12,7,7,0,0.916666667,0,1,0
13,7,7,0,0.923076923,0,1,0
12,9,9,0,0.916666667,0,1,0
11,9,9,0,0.909090909,0,1,0
14,9,9,0,0.928571429,0,1,0
11,8,8,0,0.909090909,0,1,0
14,9,9,0,0.928571429,0,1,0
21,12,12,0,0.952380952,0,1,0
20,12,12,0,0.95,0,1,0
9,6,6,0,0.888888889,0,1,0
11,8,8,0,0.909090909,0,1,0
10,6,6,0,0.9,0,1,0
14,8,8,0,0.928571429,0,1,0
14,9,9,0,0.928571429,0,1,0
10,8,8,0,0.9,0,1,0
13,10,10,0,0.923076923,0,1,0
15,13,13,0,0.933333333,0,1,0
18,10,10,0,0.944444444,0,1,0
12,10,10,0,0.916666667,0,1,0
11,9,9,0,0.909090909,0,1,0
11,9,9,0,0.909090909,0,1,0
12,8,8,0,0.916666667,0,1,0
12,8,8,0,0.916666667,0,1,0
13,9,9,0,0.923076923,0,1,0
14,11,11,0,0.928571429,0,1,0
19,13,11,2,0.736842105,0.157894737,0.846153846,0.153846154
13,9,7,2,0.692307692,0.153846154,0.777777778,0.222222222
18,9,9,0,0.888888889,0,1,0
25,10,10,0,0.92,0,1,0
21,11,11,0,0.857142857,0,1,0
20,11,9,2,0.75,0.15,0.818181818,0.181818182
22,11,11,0,0.909090909,0,1,0
25,13,13,0,0.92,0,1,0
15,9,9,0,0.866666667,0,1,0
19,11,11,0,0.894736842,0,1,0
17,8,8,0,0.882352941,0,1,0
14,8,8,0,0.857142857,0,1,0
13,9,9,0,0.846153846,0,1,0
16,10,10,0,0.875,0,1,0
16,11,11,0,0.875,0,1,0
18,11,11,0,0.888888889,0,1,0
33,15,15,0,0.878787879,0,1,0
15,9,8,1,0.8,0.066666667,0.888888889,0.111111111
16,9,9,0,0.875,0,1,0
14,9,9,0,0.857142857,0,1,0
22,12,12,0,0.909090909,0,1,0
15,9,9,0,0.866666667,0,1,0
22,10,10,0,0.909090909,0,1,0
21,11,11,0,0.904761905,0,1,0
14,8,8,0,0.857142857,0,1,0
15,10,10,0,0.866666667,0,1,0
16,10,10,0,0.875,0,1,0
22,14,14,0,0.909090909,0,1,0
19,10,10,0,0.842105263,0,1,0
25,13,13,0,0.88,0,1,0
17,11,11,0,0.882352941,0,1,0
15,10,10,0,0.866666667,0,1,0
16,10,10,0,0.875,0,1,0
15,10,10,0,0.866666667,0,1,0
19,11,11,0,0.894736842,0,1,0
17,10,10,0,0.882352941,0,1,0
17,10,10,0,0.882352941,0,1,0
18,10,10,0,0.888888889,0,1,0
13,8,8,0,0.846153846,0,1,0
14,10,10,0,0.857142857,0,1,0
19,10,10,0,0.894736842,0,1,0
15,8,8,0,0.866666667,0,1,0
16,9,9,0,0.875,0,1,0
18,9,9,0,0.888888889,0,1,0
21,13,13,0,0.904761905,0,1,0
